state,season,crop,plot_area,avg_temp,total_rainfall,humidity,drought_index,soil_type,soil_texture,soil_ph,soil_organic_carbon,fertilizer_n,fertilizer_p,fertilizer_k,previous_crop,year,ndvi_mean,production,yield_t_ha
tamil nadu,rabi,wheat,3.13,20.27,652.95,73.71,0.2,red,silty,6.42,0.96,124.44,48.1,62.02,cotton,2018,0.69,42.32,13.51
maharashtra,rabi,wheat,4.86,21.33,491.57,83.87,0.21,laterite,clayey,6.52,0.93,106.92,75.37,60.2,rice,2013,0.73,62.84,12.93
maharashtra,summer,wheat,3.08,21.37,627.58,79.57,0.3,black,clayey,7.08,0.86,138.33,65.93,45.05,maize,2016,0.76,40.93,13.29
tamil nadu,summer,wheat,3.84,22.31,706.64,76.56,0.2,black,silty,7.04,0.7,146.58,70.05,46.2,rice,2015,0.72,52.97,13.81
tamil nadu,kharif,wheat,3.92,21.54,582.48,84.13,0.26,laterite,sandy,6.65,0.96,140.24,56.81,77.4,maize,2023,0.84,54.53,13.9
maharashtra,summer,wheat,4.53,23.02,517.37,79.71,0.21,alluvial,clayey,6.68,0.82,108.1,70.42,61.01,maize,2013,0.74,58.96,13.0
telangana,kharif,wheat,1.54,20.75,563.11,76.44,0.17,laterite,loamy,6.95,0.88,109.86,72.25,57.1,rice,2021,0.83,21.32,13.83
tamil nadu,summer,wheat,1.7,21.32,805.98,67.45,0.17,alluvial,clayey,7.13,0.88,119.13,45.78,66.9,maize,2017,0.71,24.5,14.38
telangana,summer,wheat,1.89,21.56,508.08,84.32,0.25,red,sandy,6.65,0.92,92.26,76.19,67.13,wheat,2010,0.77,24.23,12.84
karnataka,rabi,wheat,4.55,23.23,545.1,75.93,0.23,red,loamy,7.08,0.82,81.39,54.1,65.47,wheat,2016,0.69,57.44,12.61
telangana,kharif,wheat,3.12,23.37,599.04,79.32,0.18,laterite,silty,6.5,0.9,85.03,66.1,57.96,cotton,2023,0.82,44.28,14.19
andhra pradesh,summer,wheat,1.47,21.27,590.23,81.83,0.25,laterite,loamy,6.73,0.96,92.04,51.22,44.41,rice,2015,0.82,19.69,13.43
andhra pradesh,rabi,wheat,4.66,21.77,664.19,76.15,0.19,red,clayey,7.0,0.96,132.28,53.32,51.56,rice,2021,0.81,67.07,14.41
andhra pradesh,kharif,wheat,3.47,23.67,610.12,66.22,0.28,laterite,silty,6.86,0.86,104.18,68.21,42.02,sugarcane,2010,0.85,49.35,14.24
andhra pradesh,rabi,wheat,1.54,20.82,700.0,77.5,0.15,red,clayey,7.19,0.72,105.2,75.32,56.94,cotton,2023,0.66,20.48,13.31
karnataka,kharif,wheat,3.44,21.96,690.9,82.27,0.18,alluvial,clayey,6.21,0.88,111.57,74.83,56.95,rice,2010,0.75,48.64,14.15
karnataka,rabi,wheat,1.65,22.06,677.09,65.88,0.16,laterite,sandy,6.51,0.71,147.76,57.08,56.15,sugarcane,2013,0.68,21.51,13.01
maharashtra,rabi,wheat,4.51,22.33,803.28,84.0,0.13,laterite,silty,6.14,0.88,83.11,69.46,73.19,maize,2015,0.66,64.86,14.38
tamil nadu,kharif,wheat,4.74,23.06,775.47,84.56,0.3,black,sandy,6.34,0.8,87.29,56.16,70.99,rice,2011,0.72,65.81,13.87
tamil nadu,summer,wheat,4.96,23.48,601.08,73.68,0.13,laterite,loamy,6.74,0.94,116.18,61.51,73.74,rice,2024,0.75,68.5,13.8
telangana,summer,wheat,3.15,23.91,592.48,67.49,0.18,laterite,silty,6.2,1.0,135.6,71.28,54.15,rice,2011,0.78,45.9,14.59
karnataka,summer,wheat,3.55,21.88,567.77,83.69,0.27,laterite,clayey,7.13,0.66,82.71,64.61,51.92,sugarcane,2012,0.68,41.88,11.8
telangana,kharif,wheat,4.03,20.81,610.31,67.57,0.27,black,loamy,6.94,0.84,129.25,74.64,73.75,rice,2020,0.75,51.3,12.74
telangana,summer,wheat,1.03,21.85,679.51,79.11,0.16,red,loamy,6.54,0.86,102.65,68.53,74.95,sugarcane,2012,0.71,13.83,13.43
andhra pradesh,summer,wheat,4.22,22.68,593.25,77.73,0.03,laterite,clayey,6.78,1.0,111.92,56.17,40.9,sugarcane,2012,0.77,63.9,15.13
andhra pradesh,kharif,wheat,3.63,23.01,591.8,73.78,0.23,alluvial,silty,6.56,0.8,80.86,51.25,57.9,sugarcane,2021,0.71,45.69,12.6
karnataka,summer,wheat,2.64,21.03,598.84,73.44,0.28,alluvial,loamy,7.16,0.83,97.39,50.13,54.25,rice,2010,0.76,34.23,12.98
andhra pradesh,summer,wheat,1.83,19.84,687.25,83.02,0.26,black,sandy,7.03,0.93,141.0,55.39,41.75,rice,2020,0.86,26.46,14.42
karnataka,rabi,wheat,3.56,24.38,607.09,79.0,0.25,red,loamy,6.14,0.83,130.95,53.72,76.77,rice,2016,0.76,48.9,13.75
andhra pradesh,summer,wheat,1.76,22.45,517.38,66.84,0.15,alluvial,loamy,6.65,0.82,81.87,67.1,47.34,rice,2015,0.74,22.8,12.96
tamil nadu,summer,wheat,4.68,22.09,680.2,75.78,0.17,laterite,loamy,6.53,0.95,89.98,50.88,42.69,maize,2013,0.78,68.09,14.53
karnataka,summer,wheat,3.14,22.73,500.11,68.69,0.16,red,clayey,6.44,0.81,126.14,66.85,63.58,wheat,2023,0.6,38.12,12.16
andhra pradesh,rabi,wheat,3.85,21.0,469.39,82.08,0.14,red,silty,6.97,0.63,126.49,65.54,76.49,sugarcane,2017,0.75,47.56,12.36
tamil nadu,summer,wheat,2.86,21.33,640.39,65.95,0.14,red,silty,6.13,0.63,114.6,70.9,48.2,cotton,2021,0.76,37.15,13.0
andhra pradesh,summer,wheat,3.25,21.49,498.18,81.81,0.27,laterite,silty,6.71,0.78,98.87,66.07,58.28,wheat,2012,0.78,40.49,12.47
tamil nadu,rabi,wheat,4.34,21.29,536.97,78.16,0.14,black,loamy,7.18,0.98,99.33,69.95,44.67,sugarcane,2019,0.74,57.39,13.21
maharashtra,summer,wheat,3.54,20.85,619.53,74.97,0.23,laterite,sandy,6.03,0.75,141.83,53.26,61.81,maize,2016,0.88,48.94,13.83
karnataka,rabi,wheat,4.15,21.64,554.61,81.39,0.21,red,silty,7.01,0.67,84.9,45.46,63.88,wheat,2016,0.75,51.62,12.44
tamil nadu,rabi,wheat,1.04,20.27,462.44,65.26,0.18,black,loamy,6.67,0.88,129.61,41.57,60.66,wheat,2010,0.71,13.07,12.6
telangana,summer,wheat,1.43,22.93,661.66,65.14,0.2,red,sandy,6.43,0.66,115.93,50.43,65.39,cotton,2010,0.77,19.05,13.31
andhra pradesh,summer,wheat,1.75,22.46,710.5,82.57,0.19,black,sandy,6.75,0.69,89.89,63.02,54.71,cotton,2016,0.78,24.13,13.82
telangana,kharif,wheat,4.7,21.32,568.4,81.9,0.17,red,clayey,6.8,0.66,118.95,54.12,79.97,cotton,2015,0.74,58.99,12.55
maharashtra,summer,wheat,2.5,22.08,541.02,75.46,0.26,black,silty,6.64,0.64,133.68,48.88,46.88,wheat,2011,0.74,29.73,11.89
telangana,kharif,wheat,3.18,21.0,665.62,83.79,0.25,black,silty,6.81,0.91,123.54,59.64,74.79,rice,2019,0.69,42.39,13.32
tamil nadu,summer,wheat,3.68,22.02,573.44,79.45,0.23,red,loamy,6.81,0.75,137.7,76.92,57.97,maize,2016,0.75,47.18,12.82
telangana,kharif,wheat,1.45,21.34,686.37,69.37,0.24,alluvial,loamy,6.37,0.89,87.41,77.5,66.88,rice,2010,0.79,19.82,13.67
andhra pradesh,rabi,wheat,1.5,24.1,712.85,70.59,0.22,red,silty,6.32,0.94,133.19,52.86,65.92,sugarcane,2021,0.73,21.23,14.12
telangana,kharif,wheat,4.37,22.2,699.57,74.84,0.19,laterite,sandy,6.9,0.71,84.55,72.92,76.27,sugarcane,2020,0.7,58.44,13.36
telangana,rabi,wheat,1.68,23.98,533.13,82.49,0.23,alluvial,silty,7.14,0.98,102.7,45.32,45.05,sugarcane,2021,0.79,23.41,13.95
maharashtra,kharif,wheat,1.85,20.04,738.82,74.41,0.21,laterite,loamy,7.02,0.91,84.69,56.65,72.21,rice,2023,0.75,25.77,13.92
andhra pradesh,kharif,wheat,3.88,21.28,622.55,76.9,0.29,black,clayey,7.02,0.66,129.07,69.2,50.13,cotton,2012,0.8,49.82,12.84
telangana,summer,wheat,3.87,21.6,725.41,75.86,0.2,red,sandy,6.79,0.87,118.18,47.46,71.34,maize,2015,0.79,55.46,14.32
maharashtra,summer,wheat,3.38,21.28,592.93,83.68,0.16,black,clayey,6.9,0.97,120.54,47.04,79.42,cotton,2024,0.76,47.27,13.99
karnataka,kharif,wheat,3.82,23.16,651.89,69.68,0.27,black,loamy,6.29,0.95,84.43,63.13,56.52,cotton,2015,0.74,53.81,14.09
andhra pradesh,rabi,wheat,3.18,22.27,597.98,81.06,0.19,red,silty,6.24,0.7,105.69,42.56,65.23,maize,2014,0.72,41.56,13.07
andhra pradesh,summer,wheat,4.21,22.05,592.24,76.78,0.19,red,clayey,6.54,0.62,90.53,77.61,52.62,wheat,2020,0.71,51.06,12.13
maharashtra,kharif,wheat,2.4,21.95,614.76,68.84,0.13,laterite,sandy,6.87,0.79,97.05,42.85,51.12,wheat,2018,0.73,33.12,13.8
telangana,kharif,wheat,1.62,24.0,657.66,82.49,0.24,black,silty,7.08,0.96,131.47,66.71,70.86,rice,2021,0.73,23.3,14.38
tamil nadu,kharif,wheat,2.74,23.9,712.49,74.78,0.14,laterite,sandy,7.1,0.88,86.44,66.58,46.26,cotton,2021,0.73,40.08,14.64
karnataka,kharif,wheat,4.6,22.26,586.27,78.63,0.17,black,loamy,7.11,0.64,144.92,76.66,51.58,cotton,2024,0.75,59.92,13.02
telangana,kharif,wheat,4.82,23.1,785.49,67.15,0.22,red,clayey,6.51,0.66,140.89,62.68,59.52,maize,2015,0.74,68.51,14.22
telangana,kharif,wheat,2.83,20.51,699.23,71.06,0.09,red,sandy,6.9,0.69,118.84,59.44,40.54,rice,2022,0.77,39.26,13.88
maharashtra,rabi,wheat,4.5,22.02,582.38,69.4,0.2,black,silty,6.99,0.83,134.03,50.08,52.95,cotton,2021,0.8,61.42,13.64
andhra pradesh,kharif,wheat,4.11,20.16,621.64,71.96,0.31,black,loamy,6.89,0.77,128.23,56.32,71.86,rice,2018,0.76,51.23,12.46
tamil nadu,rabi,wheat,1.23,22.37,717.89,74.7,0.24,red,sandy,6.54,0.64,129.75,47.21,71.02,maize,2022,0.78,16.93,13.81
andhra pradesh,rabi,wheat,4.07,23.17,524.93,69.96,0.12,laterite,sandy,6.84,0.71,93.34,67.47,60.6,sugarcane,2014,0.71,52.34,12.85
maharashtra,kharif,wheat,2.65,22.9,523.33,83.42,0.22,black,silty,6.13,0.91,138.12,41.39,65.89,cotton,2012,0.72,33.43,12.62
telangana,kharif,wheat,3.51,22.6,571.96,70.36,0.1,laterite,sandy,6.95,0.95,89.03,70.02,69.07,cotton,2016,0.68,47.02,13.4
andhra pradesh,kharif,wheat,1.08,22.79,526.83,71.97,0.23,red,sandy,6.91,0.85,147.3,49.46,44.51,cotton,2014,0.81,14.42,13.3
telangana,kharif,wheat,1.53,21.6,515.45,70.87,0.28,black,loamy,6.16,0.88,104.01,42.11,75.69,maize,2012,0.72,18.9,12.37
telangana,summer,wheat,3.39,20.79,583.48,78.92,0.2,black,clayey,6.09,0.75,136.92,42.54,44.4,maize,2021,0.67,43.03,12.7
maharashtra,summer,wheat,4.71,20.84,433.12,81.23,0.21,red,clayey,6.67,0.8,127.43,77.22,68.75,sugarcane,2024,0.71,56.06,11.89
andhra pradesh,rabi,wheat,3.87,22.05,546.27,80.5,0.14,laterite,silty,6.48,0.62,101.99,66.03,65.02,sugarcane,2014,0.71,46.43,12.01
tamil nadu,summer,wheat,1.55,21.57,656.47,67.8,0.15,laterite,loamy,6.42,0.69,139.38,75.36,65.11,sugarcane,2024,0.73,21.14,13.68
karnataka,summer,wheat,1.88,19.92,681.66,72.23,0.24,alluvial,loamy,6.09,0.99,111.53,61.7,69.59,wheat,2021,0.72,25.65,13.63
tamil nadu,rabi,wheat,1.35,21.8,579.81,82.35,0.14,laterite,silty,6.5,0.74,105.6,48.34,55.79,rice,2021,0.78,18.19,13.47
telangana,rabi,wheat,1.83,21.6,574.7,75.81,0.12,red,sandy,6.75,0.85,130.39,61.96,69.85,cotton,2015,0.81,25.73,14.03
andhra pradesh,kharif,wheat,1.31,20.59,779.07,72.12,0.15,alluvial,clayey,6.42,0.8,131.1,58.03,74.74,sugarcane,2020,0.7,18.52,14.13
karnataka,summer,wheat,4.11,21.93,563.52,72.91,0.24,black,silty,6.2,0.99,102.39,62.55,67.65,maize,2019,0.75,54.82,13.35
karnataka,summer,wheat,4.82,21.93,654.69,82.04,0.26,alluvial,clayey,6.12,0.97,89.83,43.18,56.89,maize,2010,0.71,65.49,13.59
telangana,kharif,wheat,2.04,22.73,647.59,78.06,0.21,red,silty,6.42,0.7,106.83,64.1,45.07,cotton,2012,0.74,27.61,13.52
andhra pradesh,rabi,wheat,2.91,21.56,449.9,75.14,0.17,laterite,clayey,6.67,0.77,104.24,60.83,57.37,rice,2012,0.83,37.19,12.79
maharashtra,kharif,wheat,2.86,22.93,450.74,78.58,0.21,black,loamy,6.01,0.64,149.16,71.42,52.85,rice,2012,0.74,33.39,11.68
tamil nadu,kharif,wheat,4.65,21.52,433.96,82.3,0.22,alluvial,clayey,6.66,0.73,102.28,67.62,76.74,rice,2014,0.77,56.3,12.1
telangana,rabi,wheat,1.98,21.44,553.21,71.75,0.18,black,sandy,6.09,0.82,97.11,73.83,52.77,sugarcane,2024,0.77,26.79,13.52
karnataka,summer,wheat,4.49,22.34,385.27,67.6,0.13,black,loamy,6.67,0.81,110.86,79.38,61.42,maize,2014,0.67,51.98,11.59
karnataka,summer,wheat,2.89,21.67,541.34,65.01,0.22,laterite,loamy,6.32,0.83,88.21,47.08,64.65,rice,2014,0.77,38.29,13.26
andhra pradesh,rabi,wheat,3.04,21.52,672.65,67.41,0.16,alluvial,clayey,6.62,0.76,99.41,46.42,59.48,rice,2018,0.76,41.27,13.59
telangana,summer,wheat,1.07,22.7,587.96,67.27,0.23,laterite,silty,6.75,0.79,133.37,75.1,51.7,sugarcane,2013,0.85,14.53,13.53
tamil nadu,kharif,wheat,3.37,21.34,589.37,80.63,0.17,black,sandy,6.72,0.86,92.6,77.98,75.92,rice,2016,0.78,46.27,13.73
karnataka,kharif,wheat,1.36,22.11,508.31,74.34,0.18,black,loamy,6.99,0.75,144.56,62.71,46.64,wheat,2018,0.77,17.51,12.9
tamil nadu,kharif,wheat,2.26,23.42,552.68,70.47,0.26,alluvial,loamy,6.74,0.94,127.22,65.91,70.11,cotton,2013,0.77,30.59,13.55
karnataka,kharif,wheat,1.86,23.09,615.76,79.41,0.23,black,clayey,6.74,0.9,98.07,67.15,53.88,rice,2018,0.9,27.32,14.67
andhra pradesh,kharif,wheat,4.06,20.61,552.82,77.16,0.16,black,silty,6.89,0.74,138.09,69.86,70.86,cotton,2023,0.8,53.07,13.07
telangana,kharif,wheat,4.01,22.86,579.53,84.18,0.18,laterite,sandy,6.74,0.63,90.11,61.44,72.82,maize,2022,0.63,47.84,11.95
andhra pradesh,summer,wheat,1.42,21.67,581.89,75.5,0.22,red,loamy,6.91,0.9,116.07,40.06,56.64,wheat,2017,0.78,19.1,13.45
andhra pradesh,kharif,wheat,4.65,24.03,538.86,66.33,0.18,alluvial,clayey,6.54,0.83,132.03,78.98,47.45,sugarcane,2023,0.66,60.32,12.96
tamil nadu,rabi,wheat,4.38,22.98,613.3,71.56,0.16,alluvial,clayey,6.27,0.86,137.62,40.7,71.91,wheat,2021,0.74,60.94,13.91
maharashtra,summer,wheat,4.93,23.07,581.97,79.29,0.22,alluvial,silty,6.22,0.88,119.31,75.06,57.36,rice,2018,0.7,63.67,12.91
telangana,summer,wheat,4.84,22.43,574.16,74.76,0.19,black,sandy,6.71,0.67,100.21,40.79,62.31,rice,2023,0.69,61.05,12.61
andhra pradesh,rabi,wheat,2.02,20.63,480.16,68.21,0.15,black,silty,6.12,0.78,146.37,72.41,66.37,sugarcane,2024,0.7,24.9,12.35
maharashtra,summer,wheat,1.38,19.76,477.39,81.24,0.13,red,silty,6.84,0.84,91.37,79.44,72.14,wheat,2019,0.79,17.52,12.68
telangana,summer,wheat,1.48,21.38,569.9,84.57,0.18,red,silty,6.72,0.73,99.51,52.4,53.51,sugarcane,2015,0.77,19.34,13.03
tamil nadu,summer,wheat,1.54,20.64,645.94,81.35,0.22,black,clayey,7.06,0.73,98.67,49.81,79.15,wheat,2022,0.75,20.19,13.1
andhra pradesh,kharif,wheat,4.71,22.28,507.58,83.62,0.27,alluvial,sandy,6.69,0.89,100.71,46.09,74.45,wheat,2016,0.69,59.81,12.71
maharashtra,summer,wheat,2.65,20.43,674.45,84.64,0.31,laterite,loamy,6.85,0.7,89.47,54.19,48.13,sugarcane,2011,0.84,34.93,13.18
karnataka,rabi,wheat,3.15,23.95,473.99,71.43,0.26,black,silty,7.17,0.79,109.39,68.5,71.69,sugarcane,2017,0.71,38.99,12.36
maharashtra,rabi,wheat,3.51,19.94,745.38,71.22,0.14,red,loamy,6.41,0.75,116.55,69.86,49.0,sugarcane,2013,0.81,51.17,14.58
tamil nadu,summer,wheat,1.43,20.8,543.63,66.49,0.14,alluvial,loamy,6.27,0.61,124.18,73.62,65.43,cotton,2014,0.83,18.58,12.97
telangana,summer,wheat,3.72,22.07,638.85,74.65,0.26,red,loamy,6.21,0.65,115.03,42.5,58.12,wheat,2019,0.71,47.43,12.76
maharashtra,kharif,wheat,3.94,21.54,638.53,77.58,0.22,laterite,loamy,6.72,0.66,96.38,42.39,72.21,sugarcane,2013,0.73,51.33,13.03
telangana,summer,wheat,3.69,22.34,703.32,84.02,0.24,red,sandy,7.08,0.85,139.1,56.91,46.45,cotton,2023,0.74,50.63,13.73
tamil nadu,rabi,wheat,3.27,22.82,615.71,67.16,0.2,red,sandy,6.58,0.74,131.82,70.23,63.95,sugarcane,2017,0.74,42.94,13.13
karnataka,summer,wheat,2.28,22.29,578.85,68.43,0.1,alluvial,silty,7.18,0.61,132.17,61.45,68.65,rice,2019,0.74,29.68,13.04
telangana,summer,wheat,3.28,22.39,636.07,84.28,0.21,red,sandy,6.81,0.93,143.85,50.85,42.28,maize,2016,0.82,46.76,14.27
tamil nadu,summer,wheat,3.15,24.1,543.84,66.55,0.23,black,loamy,6.44,0.71,85.67,75.82,78.25,sugarcane,2013,0.73,39.67,12.58
andhra pradesh,rabi,wheat,2.72,20.07,437.48,73.43,0.31,laterite,loamy,6.89,0.77,97.01,46.3,53.81,wheat,2023,0.71,30.31,11.13
karnataka,kharif,wheat,4.28,22.8,681.95,75.84,0.2,alluvial,sandy,6.79,0.76,85.27,60.36,72.26,sugarcane,2010,0.75,60.38,14.1
telangana,rabi,wheat,2.5,22.83,674.2,73.06,0.1,red,loamy,6.77,0.95,130.59,58.28,48.75,maize,2022,0.81,37.69,15.08
karnataka,kharif,wheat,3.43,22.15,514.14,77.76,0.19,red,loamy,6.41,0.74,145.9,71.18,52.17,rice,2024,0.6,41.08,11.97
maharashtra,summer,wheat,1.21,23.49,491.54,73.65,0.18,alluvial,sandy,6.82,0.7,85.15,68.45,61.07,maize,2016,0.74,15.18,12.59
andhra pradesh,kharif,wheat,1.89,22.28,548.04,70.23,0.27,red,silty,6.99,0.89,84.87,52.1,42.66,cotton,2024,0.78,25.25,13.39
andhra pradesh,kharif,wheat,2.9,21.28,448.27,68.24,0.24,black,sandy,7.02,0.79,83.84,57.52,63.73,cotton,2017,0.73,33.98,11.72
telangana,rabi,wheat,3.04,22.06,559.08,65.43,0.13,black,silty,6.78,0.95,110.6,46.32,47.97,cotton,2015,0.73,40.87,13.46
telangana,summer,wheat,1.92,23.64,508.31,76.7,0.36,black,silty,6.25,0.78,137.9,76.67,64.6,rice,2010,0.71,23.32,12.15
tamil nadu,summer,wheat,1.1,23.82,543.95,81.64,0.26,red,silty,6.15,0.6,117.95,66.84,73.52,wheat,2011,0.77,13.62,12.36
telangana,kharif,wheat,2.61,22.25,643.94,78.6,0.19,alluvial,clayey,6.26,0.73,129.3,76.75,72.24,sugarcane,2021,0.72,34.66,13.29
karnataka,kharif,wheat,4.34,22.55,784.05,65.87,0.2,black,clayey,6.14,0.95,81.51,78.14,40.61,cotton,2017,0.77,64.26,14.8
telangana,kharif,wheat,1.98,24.11,679.23,69.8,0.15,black,sandy,6.94,0.72,91.02,42.62,49.57,cotton,2020,0.78,28.31,14.32
maharashtra,rabi,wheat,4.6,22.68,737.41,68.86,0.2,laterite,loamy,6.66,0.85,128.02,42.96,77.31,cotton,2010,0.75,64.08,13.92
maharashtra,kharif,wheat,3.19,22.79,583.95,75.19,0.2,black,clayey,7.2,0.68,117.32,78.97,68.39,maize,2022,0.75,41.99,13.16
karnataka,rabi,wheat,3.89,22.1,578.73,70.0,0.19,laterite,clayey,6.66,0.62,119.0,46.0,64.99,maize,2020,0.67,47.23,12.14
karnataka,kharif,wheat,1.7,24.72,572.6,76.05,0.22,red,sandy,6.3,0.96,112.14,65.43,40.5,cotton,2010,0.75,23.84,14.03
andhra pradesh,kharif,wheat,1.1,21.24,581.44,67.92,0.18,black,silty,6.68,0.77,128.63,63.8,60.56,wheat,2024,0.72,13.58,12.36
andhra pradesh,summer,wheat,3.47,22.65,587.65,74.01,0.21,black,loamy,6.61,0.91,115.4,62.99,40.34,rice,2021,0.77,47.6,13.73
maharashtra,kharif,wheat,3.39,22.82,648.82,65.19,0.19,red,sandy,6.09,0.78,144.44,54.14,75.92,wheat,2019,0.66,44.6,13.15
maharashtra,rabi,wheat,4.53,22.63,519.63,73.05,0.22,black,sandy,6.73,0.64,144.59,64.94,44.24,cotton,2021,0.73,54.21,11.97
andhra pradesh,rabi,wheat,1.37,22.7,580.62,69.77,0.12,alluvial,loamy,6.13,0.76,115.24,77.13,60.07,wheat,2010,0.72,17.69,12.94
andhra pradesh,rabi,wheat,4.31,23.39,724.03,75.57,0.27,alluvial,loamy,6.5,0.78,122.32,58.32,79.71,rice,2016,0.7,57.0,13.23
telangana,rabi,wheat,2.58,22.13,587.81,73.88,0.16,black,silty,6.59,0.95,125.24,47.81,50.12,wheat,2014,0.72,34.69,13.43
andhra pradesh,kharif,wheat,2.18,22.0,750.89,75.07,0.27,black,clayey,6.11,0.85,134.21,45.84,75.75,wheat,2017,0.74,31.29,14.38
maharashtra,rabi,wheat,3.36,23.04,644.31,67.46,0.33,laterite,loamy,6.37,0.94,98.89,51.32,78.79,rice,2023,0.72,44.34,13.18
andhra pradesh,summer,wheat,4.29,23.47,468.84,80.11,0.24,black,loamy,6.64,0.98,101.94,54.42,53.63,wheat,2020,0.81,58.32,13.58
telangana,summer,wheat,4.51,20.35,608.69,71.94,0.24,laterite,clayey,7.13,0.69,114.49,47.38,52.3,cotton,2011,0.74,56.1,12.45
andhra pradesh,summer,wheat,4.02,21.44,649.54,65.98,0.29,red,loamy,6.64,0.78,117.38,51.78,49.46,cotton,2014,0.69,50.75,12.62
maharashtra,rabi,wheat,3.55,21.69,625.72,66.44,0.24,alluvial,loamy,6.9,0.62,96.09,62.6,60.32,wheat,2021,0.78,45.25,12.76
andhra pradesh,rabi,wheat,3.98,22.96,559.22,70.16,0.25,red,loamy,6.93,0.92,115.29,43.93,74.08,sugarcane,2012,0.73,53.2,13.36
maharashtra,summer,wheat,1.78,22.24,522.68,82.27,0.21,alluvial,silty,6.71,0.97,104.56,44.99,62.94,wheat,2017,0.73,23.84,13.41
maharashtra,summer,wheat,1.54,21.04,634.23,82.39,0.23,black,loamy,6.13,0.68,107.82,53.98,66.86,wheat,2017,0.71,19.61,12.74
maharashtra,summer,wheat,2.16,22.37,447.77,75.59,0.28,laterite,sandy,6.18,0.91,111.29,58.42,75.16,sugarcane,2013,0.68,25.39,11.77
andhra pradesh,rabi,wheat,2.34,22.91,715.9,75.77,0.15,black,sandy,6.93,0.96,86.98,47.07,42.5,rice,2010,0.69,32.98,14.1
karnataka,rabi,wheat,3.99,21.37,601.84,74.0,0.13,laterite,clayey,7.09,0.8,101.23,79.78,47.39,maize,2014,0.72,51.72,12.96
tamil nadu,summer,wheat,1.17,20.44,419.49,83.21,0.22,red,sandy,6.14,0.8,80.07,57.16,64.52,wheat,2010,0.81,14.3,12.2
maharashtra,kharif,wheat,3.13,23.43,502.33,75.98,0.24,black,sandy,6.59,0.91,114.72,43.68,55.47,wheat,2013,0.69,39.9,12.74
telangana,kharif,wheat,2.57,21.48,695.79,70.7,0.22,red,clayey,6.97,0.86,117.26,73.4,46.34,wheat,2015,0.74,35.26,13.74
andhra pradesh,kharif,wheat,3.32,23.17,564.24,66.51,0.18,red,clayey,7.13,0.96,108.44,49.46,75.45,wheat,2019,0.77,46.95,14.14
telangana,kharif,wheat,1.49,20.91,638.95,70.12,0.2,laterite,clayey,6.44,0.81,80.14,46.05,45.88,cotton,2013,0.78,19.81,13.26
andhra pradesh,summer,wheat,2.1,21.95,700.66,73.88,0.17,black,sandy,6.5,0.92,100.11,68.32,55.93,maize,2016,0.71,30.28,14.44
karnataka,kharif,wheat,2.64,21.25,455.66,77.15,0.23,red,sandy,6.47,0.99,125.63,59.11,78.62,wheat,2013,0.72,32.3,12.24
telangana,summer,wheat,2.46,21.57,509.72,84.33,0.18,black,sandy,6.95,1.0,101.39,51.57,52.32,rice,2012,0.65,30.87,12.55
karnataka,kharif,wheat,2.68,22.8,700.08,79.68,0.22,laterite,sandy,6.99,0.69,143.05,41.35,58.51,sugarcane,2011,0.78,36.12,13.47
andhra pradesh,rabi,wheat,4.55,21.21,461.87,84.01,0.29,laterite,clayey,6.42,0.63,83.27,78.35,52.93,wheat,2014,0.77,53.31,11.72
andhra pradesh,rabi,wheat,3.58,23.45,492.79,83.38,0.11,red,loamy,7.04,0.95,119.13,73.86,52.62,sugarcane,2011,0.85,51.32,14.34
karnataka,summer,wheat,3.48,22.82,616.81,79.54,0.23,black,silty,6.92,0.89,89.23,40.14,40.63,rice,2018,0.84,49.51,14.22
maharashtra,kharif,wheat,2.68,23.61,575.76,73.38,0.14,alluvial,sandy,6.83,0.77,148.79,60.93,62.34,wheat,2021,0.76,36.2,13.49
telangana,rabi,wheat,1.67,23.66,420.65,80.01,0.24,black,loamy,6.2,0.98,108.0,65.93,79.26,cotton,2019,0.75,21.22,12.7
andhra pradesh,summer,wheat,4.12,21.17,584.32,83.97,0.27,red,loamy,6.6,0.73,90.71,59.88,74.58,wheat,2014,0.77,53.08,12.9
tamil nadu,kharif,wheat,3.63,22.06,647.45,77.96,0.19,black,sandy,6.38,0.88,102.52,42.86,48.06,maize,2015,0.78,52.37,14.43
andhra pradesh,kharif,wheat,3.96,22.62,642.05,71.34,0.22,black,sandy,6.64,0.99,106.55,69.38,63.34,sugarcane,2024,0.7,54.25,13.71
andhra pradesh,kharif,wheat,3.4,21.87,553.61,73.62,0.18,laterite,loamy,6.96,0.63,108.02,51.0,45.36,rice,2019,0.67,40.89,12.02
telangana,rabi,wheat,4.63,21.25,552.18,67.94,0.25,black,loamy,6.98,0.64,100.47,77.39,59.67,rice,2010,0.83,58.08,12.55
andhra pradesh,kharif,wheat,1.81,21.41,539.42,67.75,0.19,laterite,silty,6.5,0.62,116.04,69.68,67.78,sugarcane,2015,0.73,21.44,11.85
maharashtra,summer,wheat,1.06,24.07,665.88,72.28,0.27,red,loamy,6.42,0.92,105.09,43.47,50.24,sugarcane,2021,0.81,15.01,14.17
maharashtra,rabi,wheat,4.58,20.91,568.18,79.35,0.19,black,sandy,7.03,0.71,141.46,52.33,79.31,maize,2021,0.79,58.65,12.81
